MOP,language,text,length,rating_list,mean_rating,text_clean,mean_check
MOP2,en,We want to give the children positive memories which they can draw on during the difficult times at home to build a better country .,24,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,we want to give the children positive memories which they can draw on during the difficult times at home to build a better country .,4.0
MOP2,en,‘ The PLO tried to sabotage the departure of the Muslims .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,‘ the plo tried to sabotage the departure of the muslims .,4.0
MOP2,en,"MOTOROLA GETS THE GLOVES OFF IN BATTLE WITH ITS OLD RIVAL , PRICES POWERPC PRICED TO BEAT PENTIUM",17,"[1, 4, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 4, 1]",1.85714285714,"motorola gets the gloves off in battle with its old rival , prices powerpc priced to beat pentium",1.8571428571428572
MOP2,en,"Mutalibov told Izvestiya , from his hiding place in Russia , that the charges were political persecution .",15,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.78571428571,"mutalibov told izvestiya , from his hiding place in russia , that the charges were political persecution .",3.7857142857142856
MOP2,en,"My proposition , I assure you , would be to our mutual benefit . ’",11,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.8,"my proposition , i assure you , would be to our mutual benefit . ’",3.8
MOP2,en,Only in John's Gospel does he make one curious and profoundly interesting statement .,13,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.78571428571,only in john's gospel does he make one curious and profoundly interesting statement .,3.7857142857142856
MOP2,en,They were returning from a day's repair and construction work at an army base in Omagh .,16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,they were returning from a day's repair and construction work at an army base in omagh .,4.0
MOP2,en,"Inside the top hotels all is First World ordered calm : state-of-the-art swimming pools , satellite television and chocolates on the pillow at night .",22,"[4, 4, 1, 4, 1, 4, 1, 1, 1, 1, 4, 1, 4, 4, 4, 4, 1]",2.58823529412,"inside the top hotels all is first world ordered calm : state-of-the-art swimming pools , satellite television and chocolates on the pillow at night .",2.588235294117647
MOP2,en,It seems strange to extend the hand of friendship and economic co-operation to the same countries that we are threatening with mass extermination .,23,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,it seems strange to extend the hand of friendship and economic co-operation to the same countries that we are threatening with mass extermination .,4.0
MOP2,en,"The buildings were transformed rather successfully into a gallery for Bohemian art by František Cubr and Josef Pilar , in the 1960s .",21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"the buildings were transformed rather successfully into a gallery for bohemian art by františek cubr and josef pilar , in the 1960s .",4.0
MOP2,en,But the other part cried out against the mere idea of her being someone else's wife .,16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.75,but the other part cried out against the mere idea of her being someone else's wife .,3.75
MOP2,en,These problems or investigations are expected to be diverse .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",3.57142857143,these problems or investigations are expected to be diverse .,3.5714285714285716
MOP2,en,Between August 1975 and December 1978 the COS-B satellite observed 2CG342–02 on five occasions and catalogued it as the tenth-strongest γ -ray source .,21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,between august 1975 and december 1978 the cos-b satellite observed 2cg342–02 on five occasions and catalogued it as the tenth-strongest γ -ray source .,4.0
MOP2,en,"Not like a Saturday night at all though , not really . ’",10,"[4, 4, 4, 1, 4, 4, 1, 1, 4, 1, 4, 4, 4, 4]",3.14285714286,"not like a saturday night at all though , not really . ’",3.142857142857143
MOP2,en,Hopeful for what he will not miss when it fails,10,"[4, 4, 4, 1, 4, 1, 4, 1, 4, 1, 4, 4, 4]",3.07692307692,hopeful for what he will not miss when it fails,3.076923076923077
MOP2,en,And what would you have done if Schemichal got hold of you and threw you off the pitch like last night ?,21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,and what would you have done if schemichal got hold of you and threw you off the pitch like last night ?,4.0
MOP2,en,I should add that in argument he also invited my attention to paragraph 5(7) and I will refer to that :,20,"[1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1]",3.18181818182,i should add that in argument he also invited my attention to paragraph 5(7) and i will refer to that :,3.1818181818181817
MOP2,en,"Once I was pleased with the bottom group I copied it , as a mirror image , at the top of the picture .",21,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 1]",3.4,"once i was pleased with the bottom group i copied it , as a mirror image , at the top of the picture .",3.4
MOP2,en,"From then , the path to the double helix was clear .",10,"[4, 4, 1, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.5,"from then , the path to the double helix was clear .",3.5
MOP2,en,Sun is also preparing its Scorpion eight-way Sparc desktop machine for launch at the SunWorld show on May 11 .,19,"[4, 4, 1, 4, 4, 4, 1, 4, 4, 4, 1, 4, 4, 4, 4]",3.4,sun is also preparing its scorpion eight-way sparc desktop machine for launch at the sunworld show on may 11 .,3.4
MOP2,en,Therefore political and economic accounting of the costs and benefits of soil conservation programmes for others outside the directly affected areas is potentially relevant .,24,"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.76923076923,therefore political and economic accounting of the costs and benefits of soil conservation programmes for others outside the directly affected areas is potentially relevant .,3.769230769230769
MOP2,en,Does he further agree that there is a need to reopen neighbourhood police stations and to put more emphasis on community policing ?,22,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.8,does he further agree that there is a need to reopen neighbourhood police stations and to put more emphasis on community policing ?,3.8
MOP2,en,A fortnight later Edward sealed the text and issued it to all sheriffs .,13,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4, 4]",3.57142857143,a fortnight later edward sealed the text and issued it to all sheriffs .,3.5714285714285716
MOP2,en,"Since then , it has been as keenly followed as many full-length TV programmes .",13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.78571428571,"since then , it has been as keenly followed as many full-length tv programmes .",3.7857142857142856
MOP2,en,Questionnaires sent by post are not returned and interviews are refused .,11,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.75,questionnaires sent by post are not returned and interviews are refused .,3.75
MOP2,en,"The operation will eventually involve more than 35,000 troops from at least nine countries .",14,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"the operation will eventually involve more than 35,000 troops from at least nine countries .",4.0
MOP2,en,UI will no longer be just a requirements body or a marketing arm for USL .,15,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4]",3.53846153846,ui will no longer be just a requirements body or a marketing arm for usl .,3.5384615384615383
MOP2,en,Before explaining how to tackle a course race it is worth looking at what makes one sailor go faster than another .,21,"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,before explaining how to tackle a course race it is worth looking at what makes one sailor go faster than another .,3.7857142857142856
MOP2,en,Only there was nowhere else she could go .,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,only there was nowhere else she could go .,4.0
MOP2,en,"Though his features looked as if they'd been carved from stone , in the depths of his gaze something stirred .",19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"though his features looked as if they'd been carved from stone , in the depths of his gaze something stirred .",4.0
MOP2,en,"On both topics , however , the status quo has changed radically compared to 1979 .",13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"on both topics , however , the status quo has changed radically compared to 1979 .",4.0
MOP2,en,These percentages were not uniform across the country : local specialities dictated what was available .,14,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.78571428571,these percentages were not uniform across the country : local specialities dictated what was available .,3.7857142857142856
MOP2,en,"‘ I can't hear anything , ’ said the chaplain angrily .",8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ i can't hear anything , ’ said the chaplain angrily .",4.0
MOP2,en,‘ We may never know the exact number of deaths .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,‘ we may never know the exact number of deaths .,4.0
MOP2,en,These were rejected on April 17 and 18 respectively .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,these were rejected on april 17 and 18 respectively .,4.0
MOP2,en,"Women , Art and Society is a synthesis of work that has been progressing for twenty years about women and the visual arts .",22,"[1, 4, 4, 1, 4, 4, 4, 1, 4, 1, 1, 4]",2.75,"women , art and society is a synthesis of work that has been progressing for twenty years about women and the visual arts .",2.75
MOP2,en,At his own expense he established no less than twenty-two charity schools in Pembrokeshire alone .,15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,at his own expense he established no less than twenty-two charity schools in pembrokeshire alone .,4.0
MOP2,en,Soil deformation during a quake could bend pipelines as though they were strands of copper wire .,16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,soil deformation during a quake could bend pipelines as though they were strands of copper wire .,4.0
MOP2,en,Within a few days of his election he already knew that the way to realize this ‘ new Pentecost ’ was an Ecumenical Council .,22,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3.78571428571,within a few days of his election he already knew that the way to realize this ‘ new pentecost ’ was an ecumenical council .,3.7857142857142856
MOP2,en,To follow Jesus as his disciples means that we too face opposition to living like him .,16,"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 1, 4, 4]",3.53846153846,to follow jesus as his disciples means that we too face opposition to living like him .,3.5384615384615383
MOP2,en,His wheels ran into the wet turf and the whole machine crumpled and fell to its knees like an animal shot in the chest .,24,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,his wheels ran into the wet turf and the whole machine crumpled and fell to its knees like an animal shot in the chest .,4.0
MOP2,en,"Jenna stopped and faced him angrily , but before she could speak he tilted her face with a strong brown hand .",20,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"jenna stopped and faced him angrily , but before she could speak he tilted her face with a strong brown hand .",4.0
MOP2,en,Next day one of 252 Squadron's newly-arrived Beaufighters ( T3237 ) was mistaken for a Ju88 while on a local flight .,19,"[1, 4, 1, 4, 4, 4, 1, 4, 4, 4, 4, 1, 4, 1, 4]",3.0,next day one of 252 squadron's newly-arrived beaufighters ( t3237 ) was mistaken for a ju88 while on a local flight .,3.0
MOP2,en,"Carrington watched the sea for the first two hours , enchanted by the Scandinavian night , then went to sleep .",18,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"carrington watched the sea for the first two hours , enchanted by the scandinavian night , then went to sleep .",4.0
MOP2,en,It was originally recorded as a cot death and there was no inquest but there will now be an inquest .,20,"[4, 4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.57142857143,it was originally recorded as a cot death and there was no inquest but there will now be an inquest .,3.5714285714285716
MOP2,en,"The pictorial composition of your shots is one of those areas where rules have grown up which , though seemingly arbitrary , actually work well in practice .",25,"[4, 4, 4, 1, 4, 1, 4, 4, 4, 4, 1, 1, 1]",2.84615384615,"the pictorial composition of your shots is one of those areas where rules have grown up which , though seemingly arbitrary , actually work well in practice .",2.8461538461538463
MOP2,en,It was a far cry from the golden court of the City of the Horizon . ’,15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,it was a far cry from the golden court of the city of the horizon . ’,4.0
MOP2,en,"‘ Political in the sense that if I threw this glass of water over you in an interview , that would be a political act .",23,"[4, 4, 1, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.5,"‘ political in the sense that if i threw this glass of water over you in an interview , that would be a political act .",3.5
MOP2,en,"‘ So you're going solo now , ’ said the victim , fumbling for her smokes again .",13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ so you're going solo now , ’ said the victim , fumbling for her smokes again .",4.0
MOP2,en,Here are ten assorted uses for this book ;,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.8,here are ten assorted uses for this book ;,3.8
MOP2,en,"‘ Still in deep , old Michael , I should imagine .",8,"[4, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 1, 4]",1.92307692308,"‘ still in deep , old michael , i should imagine .",1.9230769230769231
MOP2,en,"One sports injury on the increase is sportsman's , or Gilmore's groin which occurs when tendons in the groin tear due to excessive stretching and twisting .",25,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3.5,"one sports injury on the increase is sportsman's , or gilmore's groin which occurs when tendons in the groin tear due to excessive stretching and twisting .",3.5
MOP2,en,"The main difference between sections 18 and 20 lies in the fault element , and it is a considerable difference .",19,"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8125,"the main difference between sections 18 and 20 lies in the fault element , and it is a considerable difference .",3.8125
MOP2,en,"Ideal for a small flat , the washer/dryer is as sophisticated as the one in the main house's utility room .",19,"[4, 4, 4, 1, 4, 4, 4, 4, 1, 4, 4]",3.45454545455,"ideal for a small flat , the washer/dryer is as sophisticated as the one in the main house's utility room .",3.4545454545454546
MOP2,en,Robbie saw now that he was a clergyman .,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,robbie saw now that he was a clergyman .,4.0
MOP2,en,"The deputy chairman of the council of ministers , Boris Shcherbina , forbade evacuation of the countryside around Chernobyl until a government commission had arrived from Moscow .",25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"the deputy chairman of the council of ministers , boris shcherbina , forbade evacuation of the countryside around chernobyl until a government commission had arrived from moscow .",4.0
MOP2,en,"The weekend was associated with an increase in volatility , in accordance with expectations .",13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"the weekend was associated with an increase in volatility , in accordance with expectations .",4.0
MOP2,en,All she had to do was get a good night's sleep .,11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.78571428571,all she had to do was get a good night's sleep .,3.7857142857142856
MOP2,en,A TOWN farm is ploughing ahead with fundraising schemes to help handicapped people and plans to roof in a riding area for the disabled .,24,"[4, 4, 1, 4, 1, 4, 1, 4, 4, 1, 1, 4, 1, 4, 4]",2.8,a town farm is ploughing ahead with fundraising schemes to help handicapped people and plans to roof in a riding area for the disabled .,2.8
MOP2,en,"‘ All credit to Gavin gave me the ball in the end , with a little persuasion .",15,"[4, 1, 1, 1, 4, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1]",1.6,"‘ all credit to gavin gave me the ball in the end , with a little persuasion .",1.6
MOP2,en,The first drafts of The Prelude were written in Germany during the winter of 1798–9 .,15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,the first drafts of the prelude were written in germany during the winter of 1798–9 .,4.0
MOP2,en,Soldiers will no longer be given free cigarettes .,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,soldiers will no longer be given free cigarettes .,4.0
MOP2,en,They came to the kind of unspoken understanding real twins enjoy .,11,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.7,they came to the kind of unspoken understanding real twins enjoy .,3.7
MOP2,en,"‘ Harbury's the crime man , ’ said a voice , ‘ what's his opinion ? ’",10,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 1, 4]",3.2,"‘ harbury's the crime man , ’ said a voice , ‘ what's his opinion ? ’",3.2
MOP2,en,Dustin's neat Beatle cut is slightly tousled and there is a close-up of a mole on his right shoulder .,19,"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4, 4]",3.53846153846,dustin's neat beatle cut is slightly tousled and there is a close-up of a mole on his right shoulder .,3.5384615384615383
MOP2,en,"By the late 1940s there was a wider range of prepackaged grocery lines available , and improvements had been made in the quality of packaging .",24,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"by the late 1940s there was a wider range of prepackaged grocery lines available , and improvements had been made in the quality of packaging .",4.0
MOP2,en,"After the starkly factual ‘ Headpiece filled with straw ’ comes that most absurdly poetic word of all , indicating the speaker's weakness .",20,"[1, 4, 4, 1, 4, 1, 4, 1, 4, 1, 1, 4, 1, 1]",2.28571428571,"after the starkly factual ‘ headpiece filled with straw ’ comes that most absurdly poetic word of all , indicating the speaker's weakness .",2.2857142857142856
MOP2,en,‘ I thought it was some weirdo and when I asked who was calling the voice yelled : ‘ It's me ! ’,18,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,‘ i thought it was some weirdo and when i asked who was calling the voice yelled : ‘ it's me ! ’,4.0
MOP2,en,"‘ I shouldn't , ’ the attendant said , but then smiled broadly .",9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ i shouldn't , ’ the attendant said , but then smiled broadly .",4.0
MOP2,en,"‘ Well , it's not a bad idea , is it ?",8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ well , it's not a bad idea , is it ?",4.0
MOP2,en,"The beauty of glass , he wrote , is this , that the surface does not have to be covered .",17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",3.53846153846,"the beauty of glass , he wrote , is this , that the surface does not have to be covered .",3.5384615384615383
MOP2,en,The Cougar mould was last used about 8 years ago and is past its best ; he suggests the Mirage is similar to the Cougar .,24,"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4, 4]",3.53846153846,the cougar mould was last used about 8 years ago and is past its best ; he suggests the mirage is similar to the cougar .,3.5384615384615383
MOP2,en,"‘ I'd better have a word , ’ said the Brigadier , withdrawing his head and opening the door .",15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ i'd better have a word , ’ said the brigadier , withdrawing his head and opening the door .",4.0
MOP2,en,Some slogans and ideas from the ‘ Democracy Wall Movement ’ of 1978–79 received another brief hearing during these days .,18,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,some slogans and ideas from the ‘ democracy wall movement ’ of 1978–79 received another brief hearing during these days .,3.7857142857142856
MOP2,en,"The Metropolitan Police settled in the High Court the damages claim of cameraman Mr Anthony Walsh , whose spine was injured during the Wapping dispute .",24,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.76923076923,"the metropolitan police settled in the high court the damages claim of cameraman mr anthony walsh , whose spine was injured during the wapping dispute .",3.769230769230769
MOP2,en,"‘ If I get another couple of shillings out of it , haven't I earned them ?",14,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ if i get another couple of shillings out of it , haven't i earned them ?",4.0
MOP2,en,‘ We have a tail already locked on to Tweed .,9,"[4, 1, 1, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1]",3.07692307692,‘ we have a tail already locked on to tweed .,3.076923076923077
MOP2,en,"He turned , stiff and cold , to see an anxious young man , blond cropped hair , worried eyes and pock-marked face .",19,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 1, 4]",3.35714285714,"he turned , stiff and cold , to see an anxious young man , blond cropped hair , worried eyes and pock-marked face .",3.357142857142857
MOP2,en,A durable well constructed store is therefore indicated .,8,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",3.30769230769,a durable well constructed store is therefore indicated .,3.3076923076923075
MOP2,en,"Fill gaps , identify queries and note points for immediate follow up .",11,"[1, 4, 4, 4, 1, 4, 1, 4, 4, 1, 4, 4, 4, 1]",2.92857142857,"fill gaps , identify queries and note points for immediate follow up .",2.9285714285714284
MOP2,en,And he blows the smoke back into my mouth .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,and he blows the smoke back into my mouth .,4.0
MOP2,en,"The genetic spray was described as a very exciting development by another of the team's scientists , Dr Julia Dorin .",19,"[4, 1, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",3.57142857143,"the genetic spray was described as a very exciting development by another of the team's scientists , dr julia dorin .",3.5714285714285716
MOP2,en,"The old Highways Yard in Rigby Road with its railway connection , seemed to offer an ideal site .",17,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.72727272727,"the old highways yard in rigby road with its railway connection , seemed to offer an ideal site .",3.727272727272727
MOP2,en,"Jodami and Rushing Wild jumped the last together , and Jodami found the vital extra gear to edge away .",18,"[4, 1, 1, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4]",3.07692307692,"jodami and rushing wild jumped the last together , and jodami found the vital extra gear to edge away .",3.076923076923077
MOP2,en,Is it possible to see private affluence co-existing with corporate poverty ?,11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,is it possible to see private affluence co-existing with corporate poverty ?,4.0
MOP2,en,"One of Jay's drawled phrases , as she pubbed and clubbed and waded through hung-over mornings of coffee and endless cigarettes , was ‘ I'm a night-owl , honey . ’",25,"[4, 1, 4, 4, 4, 1, 4, 4, 4, 1, 4, 4, 4]",3.30769230769,"one of jay's drawled phrases , as she pubbed and clubbed and waded through hung-over mornings of coffee and endless cigarettes , was ‘ i'm a night-owl , honey . ’",3.3076923076923075
MOP2,en,Villagers fight to block sale of ancient common,8,"[1, 1, 4, 4, 4, 1, 1, 4, 4, 4, 1, 4, 1, 4]",2.71428571429,villagers fight to block sale of ancient common,2.7142857142857144
MOP2,en,There are various ways in which a recovery can be obtained : —,11,"[4, 4, 4, 1, 1, 4, 4, 4, 4, 4, 4]",3.45454545455,there are various ways in which a recovery can be obtained : —,3.4545454545454546
MOP2,en,"‘ By the road , it seems a long way , but I need only to walk a kilometre across the fields beyond the farm .",22,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",3.78571428571,"‘ by the road , it seems a long way , but i need only to walk a kilometre across the fields beyond the farm .",3.7857142857142856
MOP2,en,And Notes from Underground is precisely such a fable of disembodied consciousness .,12,"[4, 1, 4, 4, 1, 4, 1, 4, 4, 4, 1]",2.90909090909,and notes from underground is precisely such a fable of disembodied consciousness .,2.909090909090909
MOP2,en,We got our film crew and sat Robin down in front of our rushes .,14,"[4, 4, 1, 4, 4, 4, 1, 4, 4, 4, 1, 4, 4, 4]",3.35714285714,we got our film crew and sat robin down in front of our rushes .,3.357142857142857
MOP2,en,"Conservative candidate Robert Goodwill , has written to Labour's Marjorie Mowlam asking her to clarify her personal position on the nuclear defence capability of the country .",25,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.78571428571,"conservative candidate robert goodwill , has written to labour's marjorie mowlam asking her to clarify her personal position on the nuclear defence capability of the country .",3.7857142857142856
MOP2,en,"The Arab masses , indignant at the western humiliation of Saddam Hussein , were expected to rise up against their pro-western leaders .",20,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"the arab masses , indignant at the western humiliation of saddam hussein , were expected to rise up against their pro-western leaders .",4.0
MOP2,en,SOME of America's most powerful men are worried sick after the theft of an address book belonging to New York's most notorious madam .,23,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,some of america's most powerful men are worried sick after the theft of an address book belonging to new york's most notorious madam .,4.0
MOP2,en,"Neil Cossons , the director of the Science Museum , is confident the old numbers can be restored .",16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"neil cossons , the director of the science museum , is confident the old numbers can be restored .",4.0
MOP2,en,"However , students taking resit examinations for exceptional reasons , such as an examination missed through illness , are usually allowed to count the full marks earned .",24,"[4, 4, 4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.6,"however , students taking resit examinations for exceptional reasons , such as an examination missed through illness , are usually allowed to count the full marks earned .",3.6
MOP2,en,"It would be a good exercise to compare this electrical system with the purely acoustic string telephone in Part 1 ( November , 1991 issue ) .",23,"[4, 4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4]",3.4,"it would be a good exercise to compare this electrical system with the purely acoustic string telephone in part 1 ( november , 1991 issue ) .",3.4
MOP2,en,AID TRIP GIVES PUPILS A LESSON IN THIRD WORLD POVERTY AND FEAR,12,"[4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 1, 4]",3.11764705882,aid trip gives pupils a lesson in third world poverty and fear,3.1176470588235294
MOP2,en,"She noticed his fingers were trembling , and her anger faded , replaced instead by a wild and optimistic hope .",18,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"she noticed his fingers were trembling , and her anger faded , replaced instead by a wild and optimistic hope .",4.0
MOP2,en,"In the jargon of quantum mechanics , this choice of behaviour is called the statistics obeyed by the particle .",18,"[4, 4, 1, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1]",3.29411764706,"in the jargon of quantum mechanics , this choice of behaviour is called the statistics obeyed by the particle .",3.2941176470588234
MOP2,en,"You can format your spreadsheet manually , or design your own speedformat routine .",12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"you can format your spreadsheet manually , or design your own speedformat routine .",4.0
MOP2,en,"He came to an arrangement with two more actors , gave the camera crews some private pocket money and turned the film over to his assistants .",25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"he came to an arrangement with two more actors , gave the camera crews some private pocket money and turned the film over to his assistants .",4.0
MOP2,en,CELIA ALMOST WELCOMED the idea of going to work .,9,"[4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3.625,celia almost welcomed the idea of going to work .,3.625
MOP2,en,"I can only suppose that my name had respectable associations , and he thought it might allay criticism in what might be called Athenaeum circles .",24,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"i can only suppose that my name had respectable associations , and he thought it might allay criticism in what might be called athenaeum circles .",4.0
MOP2,en,"‘ Earth to earth , ashes to ashes , dust to dust … ’",9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ earth to earth , ashes to ashes , dust to dust … ’",4.0
MOP2,en,"‘ It so happened that No 5 Air School was not far away from the mine where Churchill hid during the Boer War , ’ Clifford recalls .",24,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.8125,"‘ it so happened that no 5 air school was not far away from the mine where churchill hid during the boer war , ’ clifford recalls .",3.8125
MOP2,en,"I enjoy working things out with numbers , e.g. how much wallpaper or carpet I need to buy",17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"i enjoy working things out with numbers , e.g. how much wallpaper or carpet i need to buy",4.0
